Region,Item,Year,season_name,area,production,yield,yield_hg_per_ha,Temperature - (Celsius),Rainfall - (MM),pesticides_hg_per_ha
Baringo,Sorghum,2017,Annual,1132.5,1118.55,0.987682119205298,9876.82119205298,25.118588141025644,657.6096580769231,42.16841565811683
Baringo,Sorghum,2018,Annual,1028.0,1208.95,1.1760214007782102,11760.2140077821,25.118588141025644,657.6096580769231,44.71409649927176
Baringo,Sorghum,2019,Annual,1467.0,2261.2,1.5413769597818676,15413.769597818678,25.118588141025644,657.6096580769231,43.39654488495107
Baringo,Sorghum,2020,Annual,1448.0,561.9,0.3880524861878452,3880.524861878453,25.118588141025644,657.6096580769231,43.123046922155
Baringo,Wheat,2000,Annual,25.0,65.61,2.6244,26244.0,24.904749999999996,448.51506,35.973076272399595
Baringo,Wheat,2004,Annual,30.0,75.0,2.5,25000.0,25.31244166666667,552.587,39.70451011097459
Baringo,Wheat,2005,Annual,30.0,90.0,3.0,30000.0,25.32981666666667,434.6067,42.731165408829234
Baringo,Wheat,2015,Annual,59.0,59.0,1.0,10000.0,25.537633333333332,771.9757,42.42353805392432
Baringo,Wheat,2016,Annual,30.0,33.0,1.1,11000.0,25.756608333333332,715.2022,44.90641857938037
Baringo,Wheat,2017,Annual,100.0,360.0,3.6,36000.0,25.118588141025644,657.6096580769231,43.108819103133186
Baringo,Wheat,2018,Annual,200.0,900.0,4.5,45000.0,25.118588141025644,657.6096580769231,43.993326474546855
Baringo,Wheat,2019,Annual,150.0,7.8,0.052,520.0,25.118588141025644,657.6096580769231,43.86175301216073
Baringo,Wheat,2020,Annual,190.0,475.0,2.5,25000.0,25.118588141025644,657.6096580769231,43.40457010526591
Bomet,Maize,2000,Annual,32000.0,46647.0,1.45771875,14577.1875,24.904749999999996,448.51506,37.680490274656286
Bomet,Maize,2000,Long,28600.0,46413.0,1.6228321678321678,16228.321678321678,24.95515,243.4279,36.98064977618201
Bomet,Maize,2001,Annual,29000.0,52205.0,1.8001724137931034,18001.724137931036,25.095758333333333,622.51956,37.23224602945952
Bomet,Maize,2001,Long,28000.0,50400.0,1.8,18000.0,24.650216666666665,320.875,37.07292577079259
Bomet,Maize,2002,Annual,26788.71902004,49881.68790579,1.862040804133811,18620.408041338113,25.478066666666667,780.8529000000001,38.02298381151887
Bomet,Maize,2003,Annual,28759.0,52319.0,1.819221808825064,18192.218088250636,25.45435833333333,616.82425,40.6684188898939
Bomet,Maize,2004,Annual,30141.0,67822.0,2.2501575926478883,22501.575926478883,25.31244166666667,552.587,39.92981790637099
Bomet,Maize,2005,Annual,27457.0,81908.0,2.9831372691845432,29831.37269184543,25.32981666666667,434.6067,39.802852779175154
Bomet,Maize,2012,Annual,30620.0,72235.8,2.359105160026127,23591.051600261268,25.24515,756.213,38.27428637912063
Bomet,Maize,2013,Annual,30940.0,53162.28,1.7182378797672917,17182.378797672915,25.182175,769.6913999999999,40.652090649395376
Bomet,Maize,2014,Annual,35727.0,38720.0,1.083774176393204,10837.741763932041,25.41145,614.6785,42.541949585225865
Bomet,Maize,2015,Annual,32275.0,45517.0,1.410286599535244,14102.86599535244,25.537633333333332,771.9757,42.478178447432384
Bomet,Maize,2015,Long,29198.0,29359.0,1.0055140763065964,10055.140763065963,25.183083333333332,395.9493,44.90126733000281
Bomet,Maize,2016,Annual,33792.0,60017.36,1.776081912878788,17760.81912878788,25.756608333333332,715.2022,43.55527873268912
Bomet,Maize,2016,Long,27130.0,38888.55,1.4334150387025435,14334.150387025433,25.4447,362.85080000000005,43.2202485662199
Bomet,Maize,2017,Annual,33291.0,58336.81,1.752329758793668,17523.29758793668,25.118588141025644,657.6096580769231,44.12367683875611
Bomet,Maize,2017,Long,21000.0,9450.0,0.45,4500.0,24.90115897435897,347.44985384615387,42.358448508972806
Bomet,Maize,2018,Annual,34476.0,74728.0,2.167536837220095,21675.368372200952,25.118588141025644,657.6096580769231,45.23201980480454
Bomet,Maize,2018,Long,21000.0,37800.0,1.8,18000.0,24.90115897435897,347.44985384615387,42.03727274348133
Bomet,Maize,2019,Annual,42763.0,73609.65,1.7213397095620044,17213.397095620046,25.118588141025644,657.6096580769231,45.78346860716817
Bomet,Maize,2019,Long,23985.0,45518.85,1.8978048780487804,18978.048780487807,24.90115897435897,347.44985384615387,44.84638756606023
Bomet,Maize,2020,Annual,40480.0,58685.0,1.4497282608695652,14497.282608695652,25.118588141025644,657.6096580769231,43.46669190160266
Bomet,Maize,2020,Long,31500.0,48155.4,1.5287428571428572,15287.42857142857,24.90115897435897,347.44985384615387,42.60085714395582
Bomet,Maize,2021,Long,30763.0,62295.03,2.024998537203784,20249.985372037838,24.90115897435897,347.44985384615387,46.978853836798194
Bomet,Sorghum,2012,Annual,660.0,583.83,0.8845909090909092,8845.90909090909,25.24515,756.213,40.92727906679768
Bomet,Sorghum,2013,Annual,442.0,489.0,1.1063348416289591,11063.348416289593,25.182175,769.6913999999999,42.32229478804854
Bomet,Sorghum,2014,Annual,888.0,1439.0,1.6204954954954955,16204.954954954956,25.41145,614.6785,44.18789818538613
Bomet,Sorghum,2015,Annual,1565.0,3170.0,2.02555910543131,20255.5910543131,25.537633333333332,771.9757,41.62045341514282
Bomet,Sorghum,2015,Long,569.0,741.0,1.3022847100175747,13022.847100175746,25.183083333333332,395.9493,42.856893666705545
Bomet,Sorghum,2016,Annual,1723.0,3157.0,1.832269297736506,18322.692977365063,25.756608333333332,715.2022,42.49085304898772
Bomet,Sorghum,2016,Long,530.0,524.7,0.99,9900.0,25.4447,362.85080000000005,45.792751760087576
Bomet,Sorghum,2017,Annual,2091.0,3637.8,1.73974175035868,17397.4175035868,25.118588141025644,657.6096580769231,44.47781067870892
Bomet,Sorghum,2018,Annual,1535.0,2959.4,1.9279478827361565,19279.478827361563,25.118588141025644,657.6096580769231,43.16277149329001
Bomet,Sorghum,2019,Annual,2165.0,4920.0,2.272517321016166,22725.17321016166,25.118588141025644,657.6096580769231,41.7524167229248
Bomet,Sorghum,2020,Annual,2046.0,4244.5,2.074535679374389,20745.35679374389,25.118588141025644,657.6096580769231,43.96983681478821
Bomet,Tea,2012,Annual,26928.63,268367.0,9.965861612714797,99658.61612714794,25.24515,756.213,39.39684921190943
Bomet,Tea,2013,Annual,26886.07,283172.0,10.53229423266398,105322.94232663978,25.182175,769.6913999999999,42.324773180130734
Bomet,Tea,2014,Annual,27361.0,260518.0,9.521508716786666,95215.08716786667,25.41145,614.6785,43.612653768506775
Bomet,Tea,2015,Annual,23753.87,305374.0,12.855757819673174,128557.57819673175,25.537633333333332,771.9757,45.155471881705935
Bomet,Tea,2016,Annual,23753.87,277880.0,11.698304318412116,116983.04318412115,25.756608333333332,715.2022,44.0654834560428
Bomet,Tea,2017,Annual,25056.4,339556.0,13.551667438259289,135516.67438259287,25.118588141025644,657.6096580769231,42.264732927600136
Bomet,Tea,2018,Annual,26108.0,342307.0,13.111191971809408,131111.91971809408,25.118588141025644,657.6096580769231,44.841473265363156
Bomet,Tea,2019,Annual,26108.0,388904.0,14.895970583729126,148959.70583729126,25.118588141025644,657.6096580769231,44.79635691681602
Bomet,Tea,2020,Annual,28773.0,393139.0,13.663469224620304,136634.69224620305,25.118588141025644,657.6096580769231,45.091582271663746
Bomet,Wheat,2000,Annual,2.0,5.4,2.7,27000.0,24.904749999999996,448.51506,36.9656574444469
Bomet,Wheat,2004,Annual,10.0,18.0,1.8,18000.0,25.31244166666667,552.587,41.617640966077445
Bomet,Wheat,2005,Annual,14.0,25.2,1.8,18000.0,25.32981666666667,434.6067,41.14418980659825
Bungoma,Maize,2000,Annual,76150.0,209576.95769577,2.752159654573473,27521.596545734734,24.904749999999996,448.51506,35.72965175729061
Bungoma,Maize,2000,Long,56750.0,153225.0,2.7,27000.0,24.95515,243.4279,34.28239758580968
Bungoma,Maize,2001,Annual,72770.0,178673.08730873,2.455312454428061,24553.12454428061,25.095758333333333,622.51956,34.266335907166685
Bungoma,Maize,2001,Long,57800.0,150858.0,2.61,26100.0,24.650216666666665,320.875,33.99363498576944
Bungoma,Maize,2002,Annual,69381.92851828,208846.45525712,3.0100987348902444,30100.987348902447,25.478066666666667,780.8529000000001,38.167992333369554
Bungoma,Maize,2003,Annual,72257.0,195135.64356436,2.700577709624812,27005.77709624812,25.45435833333333,616.82425,38.29775059380789
Bungoma,Maize,2004,Annual,82356.0,245188.11881188,2.977173719120404,29771.737191204043,25.31244166666667,552.587,41.67916959998935
Bungoma,Maize,2005,Annual,82742.0,264076.14761476,3.1915610888636965,31915.610888636966,25.32981666666667,434.6067,42.723965381246956
Bungoma,Maize,2012,Annual,92705.0,221586.03,2.390227387951028,23902.273879510274,25.24515,756.213,39.092542427532834
Bungoma,Maize,2013,Annual,98074.0,267302.43,2.7255177722943897,27255.1777229439,25.182175,769.6913999999999,41.00399390095289
Bungoma,Maize,2014,Annual,97397.0,260266.0,2.67221783011797,26722.17830117971,25.41145,614.6785,44.120272785067726
Bungoma,Maize,2015,Annual,100712.0,301068.0,2.9893955040114384,29893.955040114386,25.537633333333332,771.9757,42.293200581515016
Bungoma,Maize,2015,Long,94505.0,269162.0,2.8481244378604305,28481.244378604308,25.183083333333332,395.9493,41.63321362018007
Bungoma,Maize,2016,Annual,95323.0,290154.0,3.0439033601544225,30439.033601544223,25.756608333333332,715.2022,43.25920910495587
Bungoma,Maize,2016,Long,90160.0,271796.04,3.0145967169476484,30145.967169476487,25.4447,362.85080000000005,42.69125665597767
Bungoma,Maize,2017,Annual,93484.0,295481.1,3.1607665482863374,31607.665482863376,25.118588141025644,657.6096580769231,45.82401029835539
Bungoma,Maize,2017,Long,91826.0,364407.12,3.968452508004269,39684.52508004269,24.90115897435897,347.44985384615387,45.2898473354836
Bungoma,Maize,2018,Annual,94635.0,315710.75,3.33608865641676,33360.886564167595,25.118588141025644,657.6096580769231,44.49092948434503
Bungoma,Maize,2018,Long,94423.0,359348.85,3.805734302023871,38057.34302023871,24.90115897435897,347.44985384615387,45.536123187753745
Bungoma,Maize,2019,Annual,87960.0,317912.33,3.614282969531605,36142.82969531605,25.118588141025644,657.6096580769231,44.983592359029174
Bungoma,Maize,2019,Long,100195.0,429417.54,4.285818054793153,42858.18054793153,24.90115897435897,347.44985384615387,42.28945910099668
Bungoma,Maize,2020,Annual,93214.0,269443.0,2.8905851052417018,28905.85105241702,25.118588141025644,657.6096580769231,46.576286478493415
Bungoma,Maize,2020,Long,91525.0,312417.0,3.413460803059273,34134.60803059273,24.90115897435897,347.44985384615387,44.99327647627928
Bungoma,Maize,2021,Long,90750.0,243590.4,2.68419173553719,26841.9173553719,24.90115897435897,347.44985384615387,46.94232321447696
Bungoma,Rice,2012,Annual,135.0,146.0,1.0814814814814817,10814.814814814816,25.24515,756.213,41.68606609284541
Bungoma,Rice,2013,Annual,115.0,92.5,0.8043478260869565,8043.478260869565,25.182175,769.6913999999999,40.62177594283793
Bungoma,Rice,2014,Annual,135.0,211.0,1.5629629629629629,15629.62962962963,25.41145,614.6785,41.34327903600716
Bungoma,Rice,2015,Annual,195.0,265.0,1.358974358974359,13589.74358974359,25.537633333333332,771.9757,42.289448920083416
Bungoma,Rice,2016,Annual,176.0,179.0,1.0170454545454546,10170.454545454546,25.756608333333332,715.2022,43.866162864410974
Bungoma,Rice,2017,Annual,104.0,343.0,3.298076923076923,32980.769230769234,25.118588141025644,657.6096580769231,45.333319397424596
Bungoma,Rice,2018,Annual,124.0,369.6,2.980645161290323,29806.451612903227,25.118588141025644,657.6096580769231,45.48901285906052
Bungoma,Rice,2019,Annual,113.0,299.0,2.646017699115044,26460.17699115044,25.118588141025644,657.6096580769231,41.50528627317516
Bungoma,Rice,2020,Annual,113.5,315.8,2.782378854625551,27823.788546255506,25.118588141025644,657.6096580769231,44.865122660973604
Bungoma,Sorghum,2012,Annual,1472.0,1594.08,1.0829347826086957,10829.347826086956,25.24515,756.213,39.76666216371288
Bungoma,Sorghum,2013,Annual,1565.0,1595.0,1.0191693290734825,10191.693290734824,25.182175,769.6913999999999,40.22500971565285
Bungoma,Sorghum,2014,Annual,2065.0,2046.0,0.9907990314769975,9907.990314769975,25.41145,614.6785,41.385497320301454
Bungoma,Sorghum,2015,Annual,429.0,321.0,0.7482517482517482,7482.517482517483,25.537633333333332,771.9757,42.766251762085346
Bungoma,Sorghum,2015,Long,1816.0,1780.0,0.9801762114537445,9801.762114537445,25.183083333333332,395.9493,45.39759868066944
Bungoma,Sorghum,2016,Annual,1402.0,1367.52,0.9754065620542084,9754.065620542082,25.756608333333332,715.2022,43.407025373481105
Bungoma,Sorghum,2016,Long,1670.0,1503.0,0.9,9000.0,25.4447,362.85080000000005,44.27129335911494
Bungoma,Sorghum,2017,Annual,466.0,778.3,1.6701716738197423,16701.716738197425,25.118588141025644,657.6096580769231,44.82807281970584
Bungoma,Sorghum,2018,Annual,531.5,799.5,1.504233301975541,15042.33301975541,25.118588141025644,657.6096580769231,43.306480195976775
Bungoma,Sorghum,2019,Annual,599.02,915.65,1.528580014022904,15285.800140229041,25.118588141025644,657.6096580769231,45.71752409879391
Bungoma,Sorghum,2020,Annual,510.4,764.56,1.4979623824451411,14979.62382445141,25.118588141025644,657.6096580769231,46.88950455284078
Bungoma,Sugarcane,2014,Annual,45598.0,39287.0,0.8615948067897715,8615.948067897714,25.41145,614.6785,41.95301541770992
Bungoma,Sugarcane,2015,Annual,39287.0,36375.2,0.925883880163922,9258.838801639218,25.537633333333332,771.9757,43.46021257000678
Bungoma,Sugarcane,2016,Annual,36375.2,40113.0,1.102756823330181,11027.56823330181,25.756608333333332,715.2022,43.308376750504685
Bungoma,Sugarcane,2017,Annual,40113.0,37305.0,0.929997756338344,9299.977563383442,25.118588141025644,657.6096580769231,42.990760281666354
Bungoma,Sugarcane,2018,Annual,37305.0,38688.0,1.0370727784479292,10370.727784479292,25.118588141025644,657.6096580769231,41.87190946598936
Bungoma,Sugarcane,2019,Annual,38688.0,39430.0,1.0191790736145574,10191.790736145575,25.118588141025644,657.6096580769231,44.136160150779276
Bungoma,Sugarcane,2020,Annual,39430.0,,,,25.118588141025644,657.6096580769231,44.828963088495996
Bungoma,Wheat,2000,Annual,175.0,472.54725473,2.700270027028572,27002.700270285713,24.904749999999996,448.51506,34.37618730743355
Bungoma,Wheat,2005,Annual,650.0,1579.6579658,2.430243024307692,24302.430243076924,25.32981666666667,434.6067,40.14219405277514
Bungoma,Wheat,2012,Annual,350.0,783.0,2.237142857142857,22371.428571428572,25.24515,756.213,41.73488353622933
Bungoma,Wheat,2013,Annual,305.0,699.03,2.291901639344262,22919.016393442624,25.182175,769.6913999999999,40.29722559302827
Bungoma,Wheat,2014,Annual,30.0,93.0,3.1,31000.0,25.41145,614.6785,41.49317642624706
Bungoma,Wheat,2015,Annual,30.0,90.0,3.0,30000.0,25.537633333333332,771.9757,43.42632276909185
Bungoma,Wheat,2016,Annual,173.0,519.0,3.0,30000.0,25.756608333333332,715.2022,46.33426576533142
Bungoma,Wheat,2017,Annual,100.0,300.0,3.0,30000.0,25.118588141025644,657.6096580769231,42.80277875443702
Bungoma,Wheat,2018,Annual,157.0,290.3,1.8490445859872613,18490.445859872612,25.118588141025644,657.6096580769231,44.660982254266976
Bungoma,Wheat,2019,Annual,134.0,415.5,3.1007462686567164,31007.462686567163,25.118588141025644,657.6096580769231,44.80000045365229
Bungoma,Wheat,2020,Annual,59.5,151.0,2.53781512605042,25378.1512605042,25.118588141025644,657.6096580769231,43.6411278433562
Busia,Maize,2000,Annual,23172.0,26326.9126912691,1.1361519373066242,11361.519373066243,24.904749999999996,448.51506,36.811795343712724
Busia,Maize,2000,Long,12450.0,14566.5,1.17,11700.0,24.95515,243.4279,35.51458052870584
Busia,Maize,2001,Annual,27588.0,37265.16651665,1.35077448588698,13507.744858869799,25.095758333333333,622.51956,36.136648477293946
Busia,Maize,2001,Long,13000.0,15210.0,1.17,11700.0,24.650216666666665,320.875,36.141013419304585
Busia,Maize,2002,Annual,26303.54052442,43558.31115249,1.6559866194458046,16559.866194458045,25.478066666666667,780.8529000000001,37.78905506583889
Busia,Maize,2003,Annual,17323.0,22815.66156616,1.317073345619119,13170.73345619119,25.45435833333333,616.82425,37.42339552835449
Busia,Maize,2004,Annual,24352.0,47848.78487849,1.9648811136042208,19648.81113604221,25.31244166666667,552.587,43.03979447945814
Busia,Maize,2005,Annual,39570.0,51865.43654365,1.310726220461208,13107.26220461208,25.32981666666667,434.6067,40.31515614758419
Busia,Maize,2012,Annual,45898.0,63229.5,1.3776090461458017,13776.090461458016,25.24515,756.213,38.84083346180985
Busia,Maize,2013,Annual,50400.0,72661.68,1.4416999999999998,14416.999999999998,25.182175,769.6913999999999,39.47474974002758
Busia,Maize,2014,Annual,50781.0,86526.0,1.703905003840019,17039.05003840019,25.41145,614.6785,43.41189891054739
Busia,Maize,2015,Annual,38441.0,36631.0,0.9529148565333888,9529.148565333888,25.537633333333332,771.9757,44.2440847949201
Busia,Maize,2015,Long,35695.0,69200.0,1.9386468693094272,19386.46869309427,25.183083333333332,395.9493,41.37067611579046
Busia,Maize,2016,Annual,31962.0,51483.0,1.6107565233715038,16107.565233715037,25.756608333333332,715.2022,44.241697991049165
Busia,Maize,2016,Long,35230.0,66797.1,1.8960289525972185,18960.289525972184,25.4447,362.85080000000005,42.97969326611705
Busia,Maize,2017,Annual,33122.0,53629.0,1.6191353179155847,16191.353179155849,25.118588141025644,657.6096580769231,44.57391939083678
Busia,Maize,2017,Long,31000.0,36000.0,1.1612903225806452,11612.90322580645,24.90115897435897,347.44985384615387,42.50538046740179
Busia,Maize,2018,Annual,61850.0,67445.0,1.0904607922392886,10904.607922392886,25.118588141025644,657.6096580769231,44.74353368126362
Busia,Maize,2018,Long,31000.0,41850.0,1.35,13500.0,24.90115897435897,347.44985384615387,43.40792646696177
Busia,Maize,2019,Annual,48150.0,69449.5,1.4423572170301142,14423.572170301142,25.118588141025644,657.6096580769231,45.56449427647921
Busia,Maize,2019,Long,30000.0,40500.0,1.35,13500.0,24.90115897435897,347.44985384615387,42.075321328892684
Busia,Maize,2020,Annual,33810.0,42028.0,1.243064182194617,12430.64182194617,25.118588141025644,657.6096580769231,44.10466427825695
Busia,Maize,2020,Long,34000.0,50220.0,1.4770588235294118,14770.588235294117,24.90115897435897,347.44985384615387,43.08466248243299
Busia,Maize,2021,Long,31000.0,42090.3,1.357751612903226,13577.516129032258,24.90115897435897,347.44985384615387,47.47632097538367
Busia,Rice,2012,Annual,964.0,1947.0,2.0197095435684647,20197.09543568465,25.24515,756.213,41.61087486372004
Busia,Rice,2013,Annual,964.0,1947.0,2.0197095435684647,20197.09543568465,25.182175,769.6913999999999,40.37327135550563
Busia,Rice,2014,Annual,1428.0,5715.0,4.0021008403361344,40021.008403361346,25.41145,614.6785,43.709134842912604
Busia,Rice,2015,Annual,1352.0,5357.0,3.962278106508876,39622.781065088755,25.537633333333332,771.9757,44.85120777866602
Busia,Rice,2016,Annual,2268.8,1892.0,0.8339210155148096,8339.210155148096,25.756608333333332,715.2022,44.4321836558821
Busia,Rice,2017,Annual,1457.6,5081.2,3.4860043907793634,34860.04390779364,25.118588141025644,657.6096580769231,44.066359995417805
Busia,Rice,2018,Annual,800.8,2422.9,3.025599400599401,30255.99400599401,25.118588141025644,657.6096580769231,42.77181426259606
Busia,Rice,2019,Annual,1174.0,4680.0,3.986371379897785,39863.71379897786,25.118588141025644,657.6096580769231,41.88140122711712
Busia,Rice,2020,Annual,1158.1,3552.15,3.0672221742509285,30672.221742509286,25.118588141025644,657.6096580769231,46.597156657133525
Busia,Sorghum,2012,Annual,12809.0,17751.96,1.3858974158794597,13858.974158794597,25.24515,756.213,41.70341544877775
Busia,Sorghum,2013,Annual,13109.0,17438.0,1.3302311389121977,13302.311389121976,25.182175,769.6913999999999,41.92548699465385
Busia,Sorghum,2014,Annual,12236.0,13427.0,1.097335730630925,10973.357306309252,25.41145,614.6785,42.32836172889943
Busia,Sorghum,2015,Annual,9777.0,17377.0,1.7773345607036923,17773.345607036925,25.537633333333332,771.9757,42.81665515335746
Busia,Sorghum,2015,Long,10522.0,10522.0,1.0,10000.0,25.183083333333332,395.9493,44.45445236989216
Busia,Sorghum,2016,Annual,9796.0,12158.0,1.2411188240098,12411.188240098,25.756608333333332,715.2022,45.94302204564176
Busia,Sorghum,2016,Long,9330.0,7557.3,0.81,8100.0,25.4447,362.85080000000005,45.89872845901464
Busia,Sorghum,2017,Annual,10327.0,13465.6,1.3039217584971434,13039.217584971435,25.118588141025644,657.6096580769231,45.16575058850219
Busia,Sorghum,2018,Annual,10318.0,16995.5,1.6471699941849196,16471.699941849194,25.118588141025644,657.6096580769231,44.52881042138923
Busia,Sorghum,2019,Annual,9574.0,11059.66,1.1551765197409651,11551.765197409652,25.118588141025644,657.6096580769231,41.84227157848034
Busia,Sorghum,2020,Annual,8865.0,6983.7,0.7877834179357022,7877.834179357022,25.118588141025644,657.6096580769231,43.30047940087646
Busia,Sugarcane,2014,Annual,3693.0,12112.0,3.279718386135933,32797.18386135933,25.41145,614.6785,44.73548434114684
Busia,Sugarcane,2015,Annual,12112.0,18191.8,1.50196499339498,15019.649933949802,25.537633333333332,771.9757,43.93484417213581
Busia,Sugarcane,2016,Annual,18191.8,21468.0,1.180092129420948,11800.92129420948,25.756608333333332,715.2022,42.01948799769361
Busia,Sugarcane,2017,Annual,21468.0,17596.0,0.8196385317682131,8196.385317682132,25.118588141025644,657.6096580769231,42.18510886179309
Busia,Sugarcane,2018,Annual,17596.0,17777.0,1.0102864287338031,10102.864287338032,25.118588141025644,657.6096580769231,44.62307546295955
Busia,Sugarcane,2019,Annual,17777.0,17221.0,0.9687236316588852,9687.236316588851,25.118588141025644,657.6096580769231,41.49703255733697
Busia,Sugarcane,2020,Annual,17221.0,,,,25.118588141025644,657.6096580769231,43.29680144052454
Elgeyo-Marakwet,Maize,2000,Annual,49100.0,148109.0,3.0164765784114054,30164.765784114054,24.904749999999996,448.51506,36.16582980939945
Elgeyo-Marakwet,Maize,2000,Long,14500.0,31410.0,2.1662068965517243,21662.068965517243,24.95515,243.4279,36.68107394237416
Elgeyo-Marakwet,Maize,2001,Annual,29300.0,62124.0,2.120273037542662,21202.73037542662,25.095758333333333,622.51956,36.20674913720603
Elgeyo-Marakwet,Maize,2001,Long,14500.0,46332.0,3.195310344827586,31953.103448275862,24.650216666666665,320.875,34.68139509503219
Elgeyo-Marakwet,Maize,2002,Annual,27065.84369955,59359.25638271,2.193142657647761,21931.426576477614,25.478066666666667,780.8529000000001,38.45329484629579
Elgeyo-Marakwet,Maize,2003,Annual,33330.0,64765.0,1.943144314431443,19431.44314431443,25.45435833333333,616.82425,37.996862732692406
Elgeyo-Marakwet,Maize,2004,Annual,33579.0,101153.0,3.012388695315525,30123.886953155245,25.31244166666667,552.587,40.91638187346498
Elgeyo-Marakwet,Maize,2005,Annual,35835.0,111363.0,3.1076601088321474,31076.601088321473,25.32981666666667,434.6067,42.0627382172621
Elgeyo-Marakwet,Maize,2012,Annual,32015.0,101335.77,3.165259097298142,31652.590972981416,25.24515,756.213,40.69782148324475
