Year,Item,Item Code (CPC),Area_Harvested_ha,Production_tonnes,Yield_hg_per_ha
1982,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1982,"Coconuts, in shell",1460,13000.0,34203.0,26310.0
1982,"Coffee, green",1610,131108.0,87436.0,6669.0
1982,"Cotton lint, ginned",1921.02,,8038.0,
1982,Cotton seed,143,,16076.0,
1982,Cottonseed oil,2168,,1429.46,
1982,Dates,1314,350.0,1100.0,31429.0
1982,Green garlic,1252,21.0,300.0,142857.0
1982,"Groundnuts, excluding shelled",142,3078.0,1521.0,4942.0
1982,Lemons and limes,1322,180.0,800.0,44444.0
1982,Linseed,1441,250.0,250.0,10000.0
1982,Maize (corn),112,1208000.0,2502000.0,20712.0
1982,"Mangoes, guavas and mangosteens",1316,4200.0,18819.0,44807.0
1982,Millet,118,46660.0,29800.0,6387.0
1982,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1982,Oats,117,7000.0,7000.0,10000.0
1982,"Onions and shallots, dry (excluding dehydrated)",1253.02,3605.0,37285.0,103426.0
1982,Oranges,1323,4500.0,16000.0,35556.0
1982,Papayas,1317,3800.0,39000.0,102632.0
1982,Pears,1342.01,35.0,200.0,57143.0
1982,Pineapples,1318,2600.0,202355.0,778288.0
1982,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1982,Pomelos and grapefruits,1321,1100.0,7500.0,68182.0
1982,Potatoes,1510,76000.0,498065.0,65535.0
1982,"Pyrethrum, dried flowers",1930.02,17545.0,22202.0,12654.0
1982,Rice,113,10459.0,41207.0,39399.0
1982,"Seed cotton, unginned",1921.01,106000.0,24357.0,2298.0
1982,Sesame seed,1444,4982.0,1209.0,2427.0
1982,Sorghum,114,86600.0,55800.0,6443.0
1982,Sugar cane,1802,39100.0,3627700.0,927801.0
1982,Sunflower seed,1445,11484.0,15377.0,13390.0
1982,Sweet potatoes,1530,53000.0,530000.0,100000.0
1982,Tea leaves,1620,81082.0,95600.0,11791.0
1982,Tomatoes,1234,6684.0,75030.0,112253.0
1982,Unmanufactured tobacco,1970,4417.0,5212.0,11800.0
1982,"Vanilla, raw",1658,60.0,15.0,2500.0
1982,Wheat,111,118800.0,247500.0,20833.0
1983,Apricots,1343,2.0,10.0,50000.0
1983,Avocados,1311,1500.0,22000.0,146667.0
1983,Bananas,1312,64000.0,800000.0,125000.0
1983,Barley,115,18700.0,47966.0,25650.0
1983,"Beans, dry",1701,430000.0,250000.0,5814.0
1983,"Beer of barley, malted",24310.01,,217462.0,
1983,"Cashew nuts, in shell",1372,22000.0,7700.0,3500.0
1983,"Cassava, fresh",1520.01,84000.0,840000.0,100000.0
1983,Castor oil seeds,1447,9700.0,3100.0,3196.0
1983,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5000.0,4200.0,8400.0
1983,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1983,"Coconuts, in shell",1460,13500.0,45000.0,33333.0
1983,"Coffee, green",1610,134572.0,86064.0,6395.0
1983,"Cotton lint, ginned",1921.02,,8514.0,
1983,Cotton seed,143,,17028.0,
1983,Cottonseed oil,2168,,1415.59,
1983,Dates,1314,350.0,1100.0,31429.0
1983,Green garlic,1252,21.0,300.0,142857.0
1983,"Groundnuts, excluding shelled",142,5000.0,3000.0,6000.0
1983,Lemons and limes,1322,250.0,1500.0,60000.0
1983,Linseed,1441,250.0,250.0,10000.0
1983,Maize (corn),112,1300000.0,2300000.0,17692.0
1983,"Mangoes, guavas and mangosteens",1316,4200.0,18446.0,43919.0
1983,Millet,118,46660.0,29800.0,6387.0
1983,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1983,Oats,117,2367.0,3000.0,12674.0
1983,"Onions and shallots, dry (excluding dehydrated)",1253.02,3538.0,14183.0,40088.0
1983,Oranges,1323,4500.0,17000.0,37778.0
1983,Papayas,1317,3800.0,39000.0,102632.0
1983,Pears,1342.01,35.0,200.0,57143.0
1983,Pineapples,1318,2300.0,136560.0,593739.0
1983,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1983,Pomelos and grapefruits,1321,1050.0,7500.0,71429.0
1983,Potatoes,1510,78000.0,416415.0,53387.0
1983,"Pyrethrum, dried flowers",1930.02,18140.0,28643.0,15790.0
1983,Rice,113,11308.0,44554.0,39400.0
1983,"Seed cotton, unginned",1921.01,112000.0,25800.0,2304.0
1983,Sesame seed,1444,20000.0,6000.0,3000.0
1983,Sorghum,114,120000.0,35000.0,2917.0
1983,Sugar cane,1802,38815.0,3845600.0,990751.0
1983,Sunflower seed,1445,3168.0,4200.0,13258.0
1983,Sweet potatoes,1530,29000.0,265000.0,91379.0
1983,Tea leaves,1620,82142.0,119300.0,14524.0
1983,Tomatoes,1234,6392.0,14108.0,22071.0
1983,Unmanufactured tobacco,1970,5299.0,6628.0,12508.0
1983,"Vanilla, raw",1658,45.0,10.0,2222.0
1983,Wheat,111,120000.0,253000.0,21083.0
1984,Apricots,1343,2.0,10.0,50000.0
1984,Avocados,1311,1500.0,22000.0,146667.0
1984,Bananas,1312,64000.0,800000.0,125000.0
1984,Barley,115,6732.0,12000.0,17825.0
1984,"Beans, dry",1701,490000.0,300000.0,6122.0
1984,"Beer of barley, malted",24310.01,,230345.0,
1984,"Cashew nuts, in shell",1372,32000.0,15000.0,4688.0
1984,"Cassava, fresh",1520.01,46000.0,230000.0,50000.0
1984,Castor oil seeds,1447,9900.0,3200.0,3232.0
1984,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5000.0,4300.0,8600.0
1984,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1984,"Coconuts, in shell",1460,13500.0,42000.0,31111.0
1984,"Coffee, green",1610,149946.0,118500.0,7903.0
1984,"Cotton lint, ginned",1921.02,,7524.0,
1984,Cotton seed,143,,15048.0,
1984,Cottonseed oil,2168,,1031.47,
1984,Dates,1314,340.0,1000.0,29412.0
1984,Green garlic,1252,21.0,300.0,142857.0
1984,"Groundnuts, excluding shelled",142,11000.0,7000.0,6364.0
1984,Lemons and limes,1322,290.0,1700.0,58621.0
1984,Linseed,1441,250.0,250.0,10000.0
1984,Maize (corn),112,985000.0,1422000.0,14437.0
1984,"Mangoes, guavas and mangosteens",1316,5500.0,25000.0,45455.0
1984,Millet,118,29000.0,10000.0,3448.0
1984,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1984,Oats,117,2367.0,3000.0,12674.0
1984,"Onions and shallots, dry (excluding dehydrated)",1253.02,3000.0,13000.0,43333.0
1984,Oranges,1323,4500.0,18000.0,40000.0
1984,Papayas,1317,3600.0,38000.0,105556.0
1984,Pears,1342.01,35.0,200.0,57143.0
1984,Pineapples,1318,2800.0,168063.0,600225.0
1984,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1984,Pomelos and grapefruits,1321,1000.0,8000.0,80000.0
1984,Potatoes,1510,72000.0,211473.0,29371.0
1984,"Pyrethrum, dried flowers",1930.02,17696.0,23438.0,13245.0
1984,Rice,113,12464.0,50462.0,40486.0
1984,"Seed cotton, unginned",1921.01,146000.0,22800.0,1562.0
1984,Sesame seed,1444,18000.0,6200.0,3444.0
1984,Sorghum,114,154600.0,97500.0,6307.0
1984,Sugar cane,1802,38815.0,4171200.0,1074636.0
1984,Sunflower seed,1445,3150.0,4100.0,13016.0
1984,Sweet potatoes,1530,30000.0,280000.0,93333.0
1984,Tea leaves,1620,83350.0,116200.0,13941.0
1984,Tomatoes,1234,7000.0,20000.0,28571.0
1984,Unmanufactured tobacco,1970,5000.0,8555.0,17110.0
1984,"Vanilla, raw",1658,45.0,10.0,2222.0
1984,Wheat,111,105000.0,144590.0,13770.0
1985,Apricots,1343,2.0,10.0,50000.0
1985,Avocados,1311,1500.0,22000.0,146667.0
1985,Bananas,1312,64000.0,800000.0,125000.0
1985,Barley,115,6732.0,12000.0,17825.0
1985,"Beans, dry",1701,490000.0,300000.0,6122.0
1985,"Beer of barley, malted",24310.01,,263308.0,
1985,"Cashew nuts, in shell",1372,24000.0,8500.0,3542.0
1985,"Cassava, fresh",1520.01,50000.0,635245.0,127049.0
1985,Castor oil seeds,1447,9900.0,3200.0,3232.0
1985,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5100.0,4400.0,8627.0
1985,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1985,"Coconuts, in shell",1460,13500.0,40000.0,29630.0
1985,"Coffee, green",1610,152000.0,93600.0,6158.0
1985,"Cotton lint, ginned",1921.02,,12540.0,
1985,Cotton seed,143,,25080.0,
1985,Cottonseed oil,2168,,2319.12,
1985,Dates,1314,345.0,1000.0,28986.0
1985,Green garlic,1252,21.0,300.0,142857.0
1985,"Groundnuts, excluding shelled",142,13000.0,8500.0,6538.0
1985,Lemons and limes,1322,350.0,2200.0,62857.0
1985,Linseed,1441,400.0,400.0,10000.0
1985,Maize (corn),112,1411000.0,2430000.0,17222.0
1985,"Mangoes, guavas and mangosteens",1316,6000.0,33000.0,55000.0
1985,Millet,118,56000.0,60480.0,10800.0
1985,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1985,Oats,117,3619.0,3700.0,10224.0
1985,"Onions and shallots, dry (excluding dehydrated)",1253.02,3000.0,15000.0,50000.0
1985,Oranges,1323,4500.0,19000.0,42222.0
1985,Papayas,1317,3900.0,40000.0,102564.0
1985,Pears,1342.01,35.0,200.0,57143.0
1985,Pineapples,1318,2800.0,167000.0,596429.0
1985,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1985,Pomelos and grapefruits,1321,950.0,8400.0,88421.0
1985,Potatoes,1510,78000.0,481735.0,61761.0
1985,"Pyrethrum, dried flowers",1930.02,12460.0,15779.0,12664.0
1985,Rice,113,14498.0,38709.0,26700.0
1985,"Seed cotton, unginned",1921.01,190000.0,38000.0,2000.0
1985,Sesame seed,1444,19500.0,7000.0,3590.0
1985,Sorghum,114,160000.0,120000.0,7500.0
1985,Sugar cane,1802,51847.0,4023000.0,775937.0
1985,Sunflower seed,1445,3511.0,4800.0,13671.0
1985,Sweet potatoes,1530,50000.0,487958.0,97592.0
1985,Tea leaves,1620,83719.0,147100.0,17571.0
1985,Tomatoes,1234,7000.0,30000.0,42857.0
1985,Unmanufactured tobacco,1970,4312.0,5072.0,11763.0
1985,"Vanilla, raw",1658,45.0,10.0,2222.0
1985,Wheat,111,132664.0,250735.0,18900.0
1986,Apricots,1343,2.0,10.0,50000.0
1986,Avocados,1311,1500.0,22000.0,146667.0
1986,Bananas,1312,64000.0,800000.0,125000.0
1986,Barley,115,9000.0,15000.0,16667.0
1986,"Beans, dry",1701,520000.0,320000.0,6154.0
1986,"Beer of barley, malted",24310.01,,301637.0,
1986,"Cashew nuts, in shell",1372,29000.0,10200.0,3517.0
1986,"Cassava, fresh",1520.01,53885.0,459450.0,85265.0
1986,Castor oil seeds,1447,9900.0,3200.0,3232.0
1986,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5100.0,4500.0,8824.0
1986,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1986,"Coconuts, in shell",1460,13500.0,40000.0,29630.0
1986,"Coffee, green",1610,156304.0,113926.0,7289.0
1986,"Cotton lint, ginned",1921.02,,9000.0,
1986,Cotton seed,143,,18100.0,
1986,Cottonseed oil,2168,,1703.4,
1986,Dates,1314,345.0,1000.0,28986.0
1986,Green garlic,1252,23.0,350.0,152174.0
1986,"Groundnuts, excluding shelled",142,14000.0,9000.0,6429.0
1986,Leeks and other alliaceous vegetables,1254,20.0,100.0,50000.0
1986,Lemons and limes,1322,400.0,2900.0,72500.0
1986,Linseed,1441,600.0,600.0,10000.0
1986,Maize (corn),112,1424600.0,2898000.0,20343.0
1986,"Mangoes, guavas and mangosteens",1316,7000.0,40000.0,57143.0
1986,Millet,118,71980.0,41217.0,5726.0
1986,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1986,Oats,117,4000.0,5000.0,12500.0
1986,"Onions and shallots, dry (excluding dehydrated)",1253.02,3100.0,16000.0,51613.0
1986,Oranges,1323,4500.0,20000.0,44444.0
1986,Papayas,1317,3900.0,40000.0,102564.0
1986,Pears,1342.01,35.0,200.0,57143.0
1986,Pineapples,1318,3800.0,231000.0,607895.0
1986,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1986,Pomelos and grapefruits,1321,900.0,8200.0,91111.0
1986,Potatoes,1510,78000.0,498882.0,63959.0
1986,"Pyrethrum, dried flowers",1930.02,7633.0,6107.0,8001.0
1986,Rice,113,14500.0,45662.0,31491.0
1986,"Seed cotton, unginned",1921.01,150000.0,27430.0,1829.0
1986,Sesame seed,1444,19800.0,7200.0,3636.0
1986,Sorghum,114,132056.0,121573.0,9206.0
1986,Sugar cane,1802,51693.0,4111600.0,795388.0
1986,Sunflower seed,1445,4551.0,6300.0,13843.0
1986,Sweet potatoes,1530,51000.0,505312.0,99081.0
1986,"Tangerines, mandarins, clementines",1324,250.0,850.0,34000.0
1986,Tea leaves,1620,84400.0,143317.0,16981.0
1986,Tomatoes,1234,7000.0,50000.0,71429.0
1986,Unmanufactured tobacco,1970,4312.0,5076.0,11772.0
1986,"Vanilla, raw",1658,45.0,10.0,2222.0
1986,Wheat,111,138672.0,258840.0,18666.0
1987,Apricots,1343,2.0,10.0,50000.0
1987,Avocados,1311,1600.0,23000.0,143750.0
1987,Bananas,1312,64000.0,800000.0,125000.0
1987,Barley,115,14000.0,20000.0,14286.0
1987,"Beans, dry",1701,550000.0,350000.0,6364.0
1987,"Beer of barley, malted",24310.01,,307500.0,
1987,"Cashew nuts, in shell",1372,24000.0,8500.0,3542.0
1987,"Cassava, fresh",1520.01,64800.0,550800.0,85000.0
1987,Castor oil seeds,1447,12700.0,4200.0,3307.0
1987,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5100.0,4600.0,9020.0
1987,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1987,"Coconuts, in shell",1460,13500.0,38000.0,28148.0
1987,"Coffee, green",1610,154500.0,104679.0,6775.0
1987,"Cotton lint, ginned",1921.02,,7616.0,
1987,Cotton seed,143,,15710.0,
1987,Cottonseed oil,2168,,1625.34,
1987,Dates,1314,345.0,1000.0,28986.0
1987,Green garlic,1252,25.0,370.0,148000.0
1987,"Groundnuts, excluding shelled",142,14000.0,9000.0,6429.0
1987,Leeks and other alliaceous vegetables,1254,20.0,100.0,50000.0
1987,Lemons and limes,1322,450.0,3100.0,68889.0
1987,Linseed,1441,700.0,700.0,10000.0
1987,Maize (corn),112,1406956.0,2415600.0,17169.0
1987,"Mangoes, guavas and mangosteens",1316,7500.0,49000.0,65333.0
1987,Millet,118,110000.0,66000.0,6000.0
1987,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1987,Oats,117,5385.0,5500.0,10214.0
1987,"Onions and shallots, dry (excluding dehydrated)",1253.02,3200.0,17000.0,53125.0
1987,Oranges,1323,4500.0,22000.0,48889.0
1987,Papayas,1317,4000.0,41000.0,102500.0
1987,Pears,1342.01,35.0,200.0,57143.0
1987,Pineapples,1318,3450.0,210000.0,608696.0
1987,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1987,Pomelos and grapefruits,1321,900.0,8200.0,91111.0
1987,Potatoes,1510,40000.0,198410.0,49603.0
1987,"Pyrethrum, dried flowers",1930.02,8290.0,6860.0,8275.0
1987,Rice,113,14500.0,45000.0,31034.0
1987,"Seed cotton, unginned",1921.01,100000.0,23800.0,2380.0
1987,Sesame seed,1444,20000.0,7500.0,3750.0
1987,Sorghum,114,138454.0,111169.0,8029.0
1987,Sugar cane,1802,50461.0,4248000.0,841838.0
1987,Sunflower seed,1445,7500.0,10000.0,13333.0
1987,Sweet potatoes,1530,53000.0,523281.0,98732.0
1987,"Tangerines, mandarins, clementines",1324,280.0,1000.0,35714.0
1987,Tea leaves,1620,85400.0,155808.0,18244.0
1987,Tomatoes,1234,7000.0,80000.0,114286.0
1987,Unmanufactured tobacco,1970,4000.0,7000.0,17500.0
1987,"Vanilla, raw",1658,45.0,10.0,2222.0
1987,Wheat,111,157611.0,233645.0,14824.0
1988,Apricots,1343,2.0,10.0,50000.0
1988,Avocados,1311,1600.0,23000.0,143750.0
1988,Bananas,1312,60000.0,780000.0,130000.0
1988,Barley,115,18000.0,25000.0,13889.0
1988,"Beans, dry",1701,580000.0,380000.0,6552.0
1988,"Beer of barley, malted",24310.01,,314382.0,
1988,"Cashew nuts, in shell",1372,35000.0,12400.0,3543.0
1988,"Cassava, fresh",1520.01,70000.0,650000.0,92857.0
1988,Castor oil seeds,1447,13000.0,4200.0,3231.0
1988,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5100.0,4700.0,9216.0
1988,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1988,"Coconuts, in shell",1460,13500.0,40000.0,29630.0
1988,"Coffee, green",1610,156300.0,128700.0,8234.0
1988,"Cotton lint, ginned",1921.02,,6270.0,
1988,Cotton seed,143,,12540.0,
1988,Cottonseed oil,2168,,1720.44,
1988,Dates,1314,345.0,1100.0,31884.0
1988,Green garlic,1252,28.0,400.0,142857.0
1988,"Groundnuts, excluding shelled",142,15700.0,10000.0,6369.0
1988,Leeks and other alliaceous vegetables,1254,40.0,200.0,50000.0
1988,Lemons and limes,1322,500.0,3500.0,70000.0
1988,Linseed,1441,800.0,800.0,10000.0
1988,Maize (corn),112,1450939.0,2761200.0,19030.0
1988,"Mangoes, guavas and mangosteens",1316,7500.0,55000.0,73333.0
1988,Millet,118,110350.0,71700.0,6498.0
1988,"Nutmeg, mace, cardamoms, raw",1653,40.0,10.0,2500.0
1988,Oats,117,3800.0,4000.0,10526.0
1988,"Onions and shallots, dry (excluding dehydrated)",1253.02,3500.0,18000.0,51429.0
1988,Oranges,1323,4500.0,23000.0,51111.0
1988,Papayas,1317,4200.0,44000.0,104762.0
1988,Pears,1342.01,35.0,200.0,57143.0
1988,Pineapples,1318,3500.0,191300.0,546571.0
1988,Plantains and cooking bananas,1313,1400.0,18000.0,128571.0
1988,Pomelos and grapefruits,1321,850.0,7800.0,91765.0
1988,Potatoes,1510,41000.0,208208.0,50782.0
1988,"Pyrethrum, dried flowers",1930.02,9000.0,7524.0,8360.0
1988,Rice,113,14000.0,50000.0,35714.0
1988,"Seed cotton, unginned",1921.01,46000.0,19000.0,4130.0
1988,Sesame seed,1444,20200.0,7800.0,3861.0
1988,Sorghum,114,143902.0,144000.0,10007.0
1988,Sugar cane,1802,42671.0,4395200.0,1030020.0
1988,Sunflower seed,1445,9000.0,12000.0,13333.0
1988,Sweet potatoes,1530,55000.0,541885.0,98525.0
1988,"Tangerines, mandarins, clementines",1324,300.0,1200.0,40000.0
1988,Tea leaves,1620,86800.0,164030.0,18897.0
1988,Tomatoes,1234,8500.0,90000.0,105882.0
1988,Unmanufactured tobacco,1970,4000.0,8000.0,20000.0
1988,"Vanilla, raw",1658,45.0,10.0,2222.0
1988,Wheat,111,149740.0,244525.0,16330.0
1989,Apricots,1343,2.0,10.0,50000.0
1989,Avocados,1311,1600.0,23000.0,143750.0
1989,Bananas,1312,65000.0,820000.0,126154.0
1989,Barley,115,21110.0,44172.0,20925.0
1989,"Beans, dry",1701,668670.0,422235.0,6315.0
1989,"Beer of barley, malted",24310.01,,315402.0,
1989,"Cashew nuts, in shell",1372,35000.0,12400.0,3543.0
1989,"Cassava, fresh",1520.01,57370.0,567908.0,98990.0
1989,Castor oil seeds,1447,13200.0,4300.0,3258.0
1989,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5200.0,4800.0,9231.0
1989,"Cloves (whole stems), raw",1656,65.0,20.0,3077.0
1989,"Coconuts, in shell",1460,13500.0,41000.0,30370.0
1989,"Coffee, green",1610,153100.0,116900.0,7636.0
1989,"Cotton lint, ginned",1921.02,,9240.0,
1989,Cotton seed,143,,18480.0,
1989,Cottonseed oil,2168,,3575.18,
1989,"Cow peas, dry",1706,109070.0,51809.0,4750.0
1989,Dates,1314,345.0,1100.0,31884.0
1989,"Ginger, raw",1657,40.0,100.0,25000.0
1989,Green garlic,1252,30.0,430.0,143333.0
1989,"Groundnuts, excluding shelled",142,18300.0,11459.0,6262.0
1989,Leeks and other alliaceous vegetables,1254,40.0,200.0,50000.0
1989,Lemons and limes,1322,550.0,3900.0,70909.0
1989,Linseed,1441,900.0,900.0,10000.0
1989,Maize (corn),112,1420000.0,2630700.0,18526.0
1989,"Mangoes, guavas and mangosteens",1316,9000.0,65000.0,72222.0
1989,Millet,118,107310.0,71168.0,6632.0
1989,"Nutmeg, mace, cardamoms, raw",1653,60.0,20.0,3333.0
1989,Oats,117,3400.0,4000.0,11765.0
1989,"Onions and shallots, dry (excluding dehydrated)",1253.02,3600.0,19000.0,52778.0
1989,Oranges,1323,4500.0,24000.0,53333.0
1989,Papayas,1317,4200.0,44000.0,104762.0
1989,Pears,1342.01,35.0,200.0,57143.0
1989,"Pigeon peas, dry",1707,154000.0,51351.0,3334.0
1989,Pineapples,1318,4480.0,212330.0,473951.0
1989,Plantains and cooking bananas,1313,1600.0,20000.0,125000.0
1989,Pomelos and grapefruits,1321,800.0,7500.0,93750.0
1989,Potatoes,1510,86520.0,815920.0,94304.0
1989,"Pyrethrum, dried flowers",1930.02,9422.0,9154.0,9716.0
1989,Rice,113,14220.0,56680.0,39859.0
1989,"Seed cotton, unginned",1921.01,63600.0,28000.0,4403.0
1989,Sesame seed,1444,20400.0,8000.0,3922.0
1989,Sorghum,114,115040.0,111036.0,9652.0
1989,Sugar cane,1802,40909.0,4825000.0,1179447.0
1989,Sunflower seed,1445,12639.0,14035.0,11105.0
1989,Sweet potatoes,1530,28900.0,262280.0,90754.0
1989,"Tangerines, mandarins, clementines",1324,300.0,1250.0,41667.0
1989,Tea leaves,1620,87473.0,180602.0,20647.0
1989,Tomatoes,1234,9500.0,110000.0,115789.0
1989,Unmanufactured tobacco,1970,4000.0,10590.0,26475.0
1989,"Vanilla, raw",1658,45.0,10.0,2222.0
1989,Wheat,111,153420.0,243000.0,15839.0
1989,Yams,1540,1170.0,9520.0,81368.0
1990,Apricots,1343,2.0,15.0,75000.0
1990,Avocados,1311,1559.0,22980.0,147402.0
1990,Bananas,1312,70000.0,840000.0,120000.0
1990,Barley,115,23210.0,42138.0,18155.0
1990,"Beans, dry",1701,501130.0,420034.0,8382.0
1990,"Beer of barley, malted",24310.01,,331114.0,
1990,"Cashew nuts, in shell",1372,22000.0,7000.0,3182.0
1990,"Cassava, fresh",1520.01,53282.0,578098.0,108498.0
1990,Castor oil seeds,1447,13400.0,4400.0,3284.0
1990,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5283.0,4900.0,9275.0
1990,"Cloves (whole stems), raw",1656,66.0,21.0,3182.0
1990,"Coconuts, in shell",1460,14598.0,41777.0,28618.0
1990,"Coffee, green",1610,153100.0,103900.0,6786.0
1990,"Cotton lint, ginned",1921.02,,9000.0,
1990,Cotton seed,143,,18040.0,
1990,Cottonseed oil,2168,,1961.29,
1990,"Cow peas, dry",1706,119413.0,59802.0,5008.0
1990,Dates,1314,462.0,1071.0,23182.0
1990,"Ginger, raw",1657,41.0,90.0,21951.0
1990,Green garlic,1252,25.0,380.0,152000.0
1990,"Groundnuts, excluding shelled",142,19412.0,6215.0,3202.0
1990,Leeks and other alliaceous vegetables,1254,140.0,700.0,50000.0
1990,Lemons and limes,1322,550.0,4000.0,72727.0
1990,"Lentils, dry",1704,,1500.0,
1990,Linseed,1441,1000.0,1000.0,10000.0
1990,Maize (corn),112,1380000.0,2289600.0,16591.0
1990,"Mangoes, guavas and mangosteens",1316,9500.0,75000.0,78947.0
1990,Millet,118,96933.0,62786.0,6477.0
1990,"Nutmeg, mace, cardamoms, raw",1653,61.0,18.0,2951.0
1990,Oats,117,3309.0,3500.0,10577.0
1990,"Onions and shallots, dry (excluding dehydrated)",1253.02,3700.0,20000.0,54054.0
1990,Oranges,1323,6027.0,25000.0,41480.0
1990,Papayas,1317,4172.0,44348.0,106299.0
1990,Pears,1342.01,47.0,195.0,41489.0
1990,"Peas, green",1242,3000.0,12000.0,40000.0
1990,"Pepper (Piper spp.), raw",1651,0.0,0.0,
1990,"Pigeon peas, dry",1707,152444.0,81000.0,5313.0
1990,Pineapples,1318,6000.0,225000.0,375000.0
1990,Plantains and cooking bananas,1313,1800.0,22500.0,125000.0
1990,Pomelos and grapefruits,1321,850.0,7900.0,92941.0
1990,Potatoes,1510,87890.0,779190.0,88655.0
1990,"Pyrethrum, dried flowers",1930.02,11236.0,10061.0,8954.0
1990,Rice,113,13261.0,41088.0,30984.0
1990,"Seed cotton, unginned",1921.01,66082.0,27331.0,4136.0
1990,Sesame seed,1444,21500.0,8500.0,3953.0
1990,Sorghum,114,117960.0,99952.0,8473.0
1990,Soya beans,141,2500.0,2000.0,8000.0
1990,Sugar cane,1802,40494.0,4750000.0,1173013.0
1990,Sunflower seed,1445,16734.0,18539.0,11079.0
1990,Sweet potatoes,1530,24395.0,241884.0,99153.0
1990,"Tangerines, mandarins, clementines",1324,300.0,1650.0,55000.0
1990,Tea leaves,1620,96981.0,197000.0,20313.0
1990,Tomatoes,1234,10000.0,125000.0,125000.0
1990,Unmanufactured tobacco,1970,4500.0,8800.0,19556.0
1990,"Vanilla, raw",1658,48.0,9.0,1875.0
1990,Wheat,111,150695.0,249411.0,16551.0
1990,Yams,1540,1332.0,11769.0,88356.0
1991,Apples,1341,230.0,2200.0,95652.0
1991,Apricots,1343,2.0,15.01,75041.0
1991,Artichokes,1216,0.0,0.0,
1991,Asparagus,1211,0.0,0.0,
1991,Avocados,1311,1817.0,19170.0,105504.0
1991,Bananas,1312,76000.0,900000.0,118421.0
1991,Barley,115,23000.0,43470.0,18900.0
1991,"Beans, dry",1701,601566.0,400107.0,6651.0
1991,"Beer of barley, malted",24310.01,,314005.0,
1991,"Broad beans and horse beans, green",1243,0.0,0.0,
1991,Cabbages,1212,18000.0,270000.0,150000.0
1991,Carrots and turnips,1251,0.0,0.0,
1991,"Cashew nuts, in shell",1372,34000.0,12000.0,3529.0
1991,"Cassava, fresh",1520.01,50000.0,500000.0,100000.0
1991,Castor oil seeds,1447,13600.0,4500.0,3309.0
1991,"Chick peas, dry",1703,0.0,0.0,
1991,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5360.0,5000.0,9328.0
1991,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,0.0,0.0,
1991,"Cloves (whole stems), raw",1656,813.0,211.89,2607.0
1991,"Coconuts, in shell",1460,12969.0,42217.0,32552.0
1991,"Coffee, green",1610,155400.0,86400.0,5560.0
1991,"Cotton lint, ginned",1921.02,,10000.0,
1991,Cotton seed,143,,20080.0,
1991,Cottonseed oil,2168,,2183.17,
1991,"Cow peas, dry",1706,120000.0,59940.0,4995.0
1991,Cucumbers and gherkins,1232,5.0,50.0,95875.0
1991,Dates,1314,368.0,1228.74,33381.0
1991,"Ginger, raw",1657,56.0,144.25,25625.0
1991,Green garlic,1252,50.0,700.0,140000.0
1991,"Groundnuts, excluding shelled",142,23000.0,16831.0,7318.0
1991,Leeks and other alliaceous vegetables,1254,100.0,500.0,50000.0
1991,Lemons and limes,1322,600.0,4900.0,81667.0
1991,"Lentils, dry",1704,2500.0,2000.0,8000.0
1991,Lettuce and chicory,1214,25.0,200.0,80000.0
1991,Linseed,1441,1100.0,1100.0,10000.0
1991,Maize (corn),112,1310000.0,2400000.0,18321.0
1991,"Mangoes, guavas and mangosteens",1316,11138.0,85000.0,76316.0
1991,Millet,118,100419.0,52063.0,5185.0
