Year,Item,Item Code (CPC),Area_Harvested_ha,Production_tonnes,Yield_hg_per_ha
1997,Rice,113,10340.0,41075.0,39724.0
1997,"Seed cotton, unginned",1921.01,38138.0,22283.0,5843.0
1997,Sesame seed,1444,28000.0,12000.0,4286.0
1997,Sorghum,114,134126.0,99884.0,7447.0
1997,Soya beans,141,2529.0,2067.34,8176.0
1997,Spinach,1215,2471.0,35177.0,142359.0
1997,Strawberries,1354,118.0,900.0,76103.0
1997,Sugar cane,1802,56000.0,4450000.0,794643.0
1997,Sunflower seed,1445,8800.0,5943.0,6753.0
1997,Sweet potatoes,1530,34150.0,380290.0,111359.0
1997,"Tangerines, mandarins, clementines",1324,450.0,2000.0,44444.0
1997,Tea leaves,1620,113892.0,960000.0,84290.0
1997,Tomatoes,1234,14585.0,205085.0,140614.0
1997,Unmanufactured tobacco,1970,13956.0,21878.0,15676.0
1997,"Vanilla, raw",1658,45.0,9.39,2086.0
1997,Watermelons,1221,206.0,2099.0,101893.0
1997,Wheat,111,156214.0,252000.0,16132.0
1997,Yams,1540,1574.0,9000.0,57179.0
1998,Apples,1341,224.0,1536.0,68571.0
1998,Apricots,1343,2.0,13.91,69545.0
1998,Artichokes,1216,0.0,0.0,
1998,Asparagus,1211,25.0,125.0,50000.0
1998,Avocados,1311,3710.0,48477.0,130666.0
1998,Bananas,1312,75502.0,1128296.0,149439.0
1998,Barley,115,12504.0,23079.0,18457.0
1998,"Beans, dry",1701,699761.0,269065.0,3845.0
1998,"Beer of barley, malted",24310.01,,263015.0,
1998,"Broad beans and horse beans, green",1243,5.0,27.17,51475.0
1998,Cabbages,1212,40983.0,550863.0,134413.0
1998,Carrots and turnips,1251,4076.0,50014.0,122704.0
1998,"Cashew nuts, in shell",1372,30870.0,14531.0,4707.0
1998,"Cassava, fresh",1520.01,57094.0,460000.0,80569.0
1998,Castor oil seeds,1447,11904.0,3262.92,2741.0
1998,"Chestnuts, in shell",1373,0.0,0.0,
1998,"Chick peas, dry",1703,47000.0,9000.0,1915.0
1998,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5300.0,5200.0,9811.0
1998,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,496.0,1768.0,35645.0
1998,"Cloves (whole stems), raw",1656,1820.0,526.23,2892.0
1998,"Coconuts, in shell",1460,20603.0,62762.0,30463.0
1998,"Coffee, green",1610,178500.0,53715.0,3009.0
1998,"Cotton lint, ginned",1921.02,,7700.0,
1998,Cotton seed,143,,15300.0,
1998,Cottonseed oil,2168,,1604.85,
1998,"Cow peas, dry",1706,105142.0,23257.0,2212.0
1998,Cucumbers and gherkins,1232,10.0,70.0,70000.0
1998,Dates,1314,345.0,1100.0,31884.0
1998,"Ginger, raw",1657,54.0,188.52,34649.0
1998,Green garlic,1252,234.0,2431.0,103889.0
1998,"Groundnuts, excluding shelled",142,10082.0,15792.0,15664.0
1998,Leeks and other alliaceous vegetables,1254,79.0,428.0,53965.0
1998,Lemons and limes,1322,850.0,9200.0,108235.0
1998,"Lentils, dry",1704,4000.0,3500.0,8750.0
1998,Lettuce and chicory,1214,14.0,73.0,52143.0
1998,Linseed,1441,943.0,939.6,9959.0
1998,Maize (corn),112,1475740.0,2464101.0,16697.0
1998,"Mangoes, guavas and mangosteens",1316,15288.0,150812.0,98647.0
1998,Millet,118,78988.0,34020.0,4307.0
1998,Mushrooms and truffles,1270,,0.0,
1998,"Nutmeg, mace, cardamoms, raw",1653,132.0,50.66,3828.0
1998,Oats,117,3500.0,4000.0,11429.0
1998,"Onions and shallots, dry (excluding dehydrated)",1253.02,4076.0,60190.0,147669.0
1998,Oranges,1323,4600.0,28000.0,60870.0
1998,Papayas,1317,5880.0,65605.0,111573.0
1998,Peaches and nectarines,1345,62.0,450.0,72581.0
1998,Pears,1342.01,536.0,6239.0,116399.0
1998,"Peas, green",1242,8632.0,49273.0,57082.0
1998,"Pepper (Piper spp.), raw",1651,600.0,400.0,6667.0
1998,"Pigeon peas, dry",1707,151697.0,56273.0,3710.0
1998,Pineapples,1318,10571.0,547117.0,517564.0
1998,Plantains and cooking bananas,1313,2300.0,29000.0,126087.0
1998,Plums and sloes,1346,672.0,5218.0,77649.0
1998,Pomelos and grapefruits,1321,550.0,5700.0,103636.0
1998,Potatoes,1510,90418.0,679738.0,75177.0
1998,"Pyrethrum, dried flowers",1930.02,10000.0,7120.0,7120.0
1998,Rice,113,8639.0,41829.0,48419.0
1998,"Seed cotton, unginned",1921.01,38960.0,23440.0,6016.0
1998,Sesame seed,1444,29000.0,13000.0,4483.0
1998,Sorghum,114,118824.0,89446.0,7528.0
1998,Soya beans,141,2529.0,2074.34,8202.0
1998,Spinach,1215,1643.0,18676.0,113670.0
1998,Strawberries,1354,131.0,1565.0,119466.0
1998,Sugar cane,1802,50111.0,4661361.0,930207.0
1998,Sunflower seed,1445,7245.0,5941.0,8200.0
1998,Sweet potatoes,1530,49320.0,397469.0,80590.0
1998,"Tangerines, mandarins, clementines",1324,500.0,2200.0,44000.0
1998,Tea leaves,1620,118650.0,1279000.0,107796.0
1998,Tomatoes,1234,14635.0,223697.0,152851.0
1998,Unmanufactured tobacco,1970,13983.0,11000.0,7867.0
1998,"Vanilla, raw",1658,45.0,8.81,1959.0
1998,Watermelons,1221,241.0,2944.0,122158.0
1998,Wheat,111,142902.0,270810.0,18951.0
1998,Yams,1540,819.0,4007.0,48926.0
1999,Apples,1341,133.0,632.0,47519.0
1999,Apricots,1343,2.0,13.0,65000.0
1999,Artichokes,1216,0.0,0.0,
1999,Asparagus,1211,35.0,310.0,88571.0
1999,Avocados,1311,3986.0,53670.0,134646.0
1999,Bananas,1312,75286.0,1097672.0,145800.0
1999,Barley,115,19300.0,42922.0,22239.0
1999,"Beans, dry",1701,826366.0,391825.0,4742.0
1999,"Beer of barley, malted",24310.01,,188455.0,
1999,"Broad beans and horse beans, green",1243,6.0,30.49,51466.0
1999,Cabbages,1212,45116.0,606704.0,134476.0
1999,Carrots and turnips,1251,4467.0,42438.0,95003.0
1999,"Cashew nuts, in shell",1372,30972.0,12260.0,3958.0
1999,"Cassava, fresh",1520.01,66467.0,678666.0,102106.0
1999,Castor oil seeds,1447,11273.0,3044.05,2700.0
1999,"Chestnuts, in shell",1373,0.0,0.0,
1999,"Chick peas, dry",1703,51795.0,23168.0,4473.0
1999,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5200.0,5100.0,9808.0
1999,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,477.0,1848.0,38742.0
1999,"Cloves (whole stems), raw",1656,1581.0,475.52,3007.0
1999,"Coconuts, in shell",1460,20711.0,63681.0,30748.0
1999,"Coffee, green",1610,170000.0,68100.0,4006.0
1999,"Cotton lint, ginned",1921.02,,7800.0,
1999,Cotton seed,143,,15500.0,
1999,Cottonseed oil,2168,,1623.0,
1999,"Cow peas, dry",1706,118797.0,53942.0,4541.0
1999,Cucumbers and gherkins,1232,69.0,857.0,124203.0
1999,Dates,1314,339.0,1061.27,31333.0
1999,"Ginger, raw",1657,52.0,186.42,36020.0
1999,Green garlic,1252,234.0,1948.0,83248.0
1999,"Groundnuts, excluding shelled",142,17500.0,30768.0,17582.0
1999,Leeks and other alliaceous vegetables,1254,80.0,400.0,50000.0
1999,Lemons and limes,1322,850.0,9900.0,116471.0
1999,"Lentils, dry",1704,3500.0,3000.0,8571.0
1999,Lettuce and chicory,1214,190.0,1836.0,96632.0
1999,Linseed,1441,941.0,937.19,9959.0
1999,Maize (corn),112,1567240.0,2322140.0,14817.0
1999,"Mangoes, guavas and mangosteens",1316,15647.0,162322.0,103740.0
1999,Millet,118,90082.0,59172.0,6569.0
1999,Mushrooms and truffles,1270,,0.0,
1999,"Nutmeg, mace, cardamoms, raw",1653,134.0,52.34,3914.0
1999,Oats,117,3400.0,3600.0,10588.0
1999,"Onions and shallots, dry (excluding dehydrated)",1253.02,5554.0,59688.0,107468.0
1999,Oranges,1323,4500.0,27000.0,60000.0
1999,Papayas,1317,6105.0,62780.0,102834.0
1999,Peaches and nectarines,1345,53.0,246.0,46415.0
1999,Pears,1342.01,804.0,4115.0,51182.0
1999,"Peas, green",1242,6744.0,32241.0,47807.0
1999,"Pepper (Piper spp.), raw",1651,505.0,327.37,6483.0
1999,"Pigeon peas, dry",1707,145311.0,70651.0,4862.0
1999,Pineapples,1318,11612.0,567362.0,488600.0
1999,Plantains and cooking bananas,1313,2200.0,28000.0,127273.0
1999,Plums and sloes,1346,638.0,4298.0,67367.0
1999,Pomelos and grapefruits,1321,500.0,5500.0,110000.0
1999,Potatoes,1510,114602.0,1047572.0,91410.0
1999,"Pyrethrum, dried flowers",1930.02,11000.0,10000.0,9091.0
1999,Rice,113,13229.0,52711.0,39845.0
1999,"Seed cotton, unginned",1921.01,39500.0,23700.0,6000.0
1999,Sesame seed,1444,27000.0,11000.0,4074.0
1999,Sorghum,114,141370.0,109914.0,7775.0
1999,Soya beans,141,2529.0,2080.51,8225.0
1999,Spinach,1215,1734.0,16844.0,97140.0
1999,Strawberries,1354,138.0,1990.0,144203.0
1999,Sugar cane,1802,51833.0,4415781.0,851925.0
1999,Sunflower seed,1445,12251.0,12157.0,9923.0
1999,Sweet potatoes,1530,51320.0,543089.0,105824.0
1999,"Tangerines, mandarins, clementines",1324,500.0,2500.0,50000.0
1999,Tea leaves,1620,118540.0,1081000.0,91193.0
1999,Tomatoes,1234,16338.0,260037.0,159161.0
1999,Unmanufactured tobacco,1970,14000.0,16800.0,12000.0
1999,"Vanilla, raw",1658,42.0,8.62,2071.0
1999,Watermelons,1221,442.0,5307.0,120068.0
1999,Wheat,111,128092.0,211788.0,16534.0
1999,Yams,1540,1087.0,10035.0,92318.0
2000,Apples,1341,179.0,1035.0,57821.0
2000,Apricots,1343,8.0,65.0,81250.0
2000,Artichokes,1216,0.0,0.0,
2000,Asparagus,1211,28.0,284.0,101429.0
2000,Avocados,1311,4120.0,52030.0,126286.0
2000,Bananas,1312,74308.0,1027768.0,138312.0
2000,Barley,115,20310.0,45111.0,22211.0
2000,"Beans, dry",1701,770797.0,331426.0,4300.0
2000,"Beer of barley, malted",24310.01,,202932.0,
2000,"Broad beans and horse beans, green",1243,8.0,40.0,50000.0
2000,Cabbages,1212,39651.0,557946.0,140714.0
2000,Carrots and turnips,1251,4012.0,39434.0,98290.0
2000,"Cashew nuts, in shell",1372,35000.0,12500.0,3571.0
2000,"Cassava, fresh",1520.01,60273.0,418621.0,69454.0
2000,Castor oil seeds,1447,11401.0,3000.0,2631.0
2000,"Chestnuts, in shell",1373,0.0,0.0,
2000,"Chick peas, dry",1703,51772.0,23072.0,4456.0
2000,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5100.0,5000.0,9804.0
2000,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,527.0,2155.0,40892.0
2000,"Cloves (whole stems), raw",1656,1750.0,550.0,3143.0
2000,"Coconuts, in shell",1460,20288.0,63000.0,31053.0
2000,"Coffee, green",1610,170000.0,100700.0,5924.0
2000,"Cotton lint, ginned",1921.02,,6600.0,
2000,Cotton seed,143,,13000.0,
2000,Cottonseed oil,2168,,1367.25,
2000,"Cow peas, dry",1706,100300.0,38264.0,3815.0
2000,Cucumbers and gherkins,1232,63.0,627.0,99524.0
2000,Dates,1314,330.0,1000.0,30303.0
2000,"Ginger, raw",1657,55.0,150.0,27273.0
2000,Green garlic,1252,174.0,1165.0,66954.0
2000,"Groundnuts, excluding shelled",142,17000.0,30000.0,17647.0
2000,Leeks and other alliaceous vegetables,1254,60.0,300.0,50000.0
2000,Lemons and limes,1322,900.0,10800.0,120000.0
2000,"Lentils, dry",1704,1800.0,1500.0,8333.0
2000,Lettuce and chicory,1214,175.0,1543.0,88171.0
2000,Linseed,1441,800.0,800.0,10000.0
2000,Maize (corn),112,1500000.0,2160000.0,14400.0
2000,"Mangoes, guavas and mangosteens",1316,15027.0,112608.0,74937.0
2000,Millet,118,93150.0,44623.0,4790.0
2000,Mushrooms and truffles,1270,,0.0,
2000,"Nutmeg, mace, cardamoms, raw",1653,180.0,70.0,3889.0
2000,Oats,117,3000.0,3500.0,11667.0
2000,"Onions and shallots, dry (excluding dehydrated)",1253.02,5387.0,57391.0,106536.0
2000,Oranges,1323,3772.0,26000.0,68921.0
2000,Papayas,1317,6340.0,63410.0,100016.0
2000,Peaches and nectarines,1345,22.0,113.0,51364.0
2000,Pears,1342.01,913.0,9702.0,106265.0
2000,"Peas, green",1242,6230.0,26150.0,41974.0
2000,"Pepper (Piper spp.), raw",1651,500.0,300.0,6000.0
2000,"Pigeon peas, dry",1707,171842.0,65604.0,3818.0
2000,Pineapples,1318,13082.0,606516.0,463626.0
2000,Plantains and cooking bananas,1313,2100.0,27000.0,128571.0
2000,Plums and sloes,1346,687.0,3571.0,51980.0
2000,Pomelos and grapefruits,1321,450.0,5000.0,111111.0
2000,Potatoes,1510,108516.0,670303.0,61770.0
2000,"Pyrethrum, dried flowers",1930.02,9000.0,8000.0,8889.0
2000,Rice,113,13882.0,52349.0,37710.0
2000,"Seed cotton, unginned",1921.01,40000.0,20000.0,5000.0
2000,Sesame seed,1444,26000.0,10000.0,3846.0
2000,Sorghum,114,122493.0,81536.0,6656.0
2000,Soya beans,141,2413.0,2073.63,8595.0
2000,Spinach,1215,1372.0,13585.0,99016.0
2000,Strawberries,1354,39.0,421.0,107949.0
2000,Sugar cane,1802,57243.0,3941524.0,688560.0
2000,Sunflower seed,1445,13000.0,13000.0,10000.0
2000,Sweet potatoes,1530,59740.0,527954.0,88375.0
2000,"Tangerines, mandarins, clementines",1324,550.0,2000.0,36364.0
2000,Tea leaves,1620,120390.0,1027000.0,85306.0
2000,Tomatoes,1234,15048.0,256770.0,170634.0
2000,Unmanufactured tobacco,1970,14160.0,17960.0,12684.0
2000,"Vanilla, raw",1658,40.0,8.0,2000.0
2000,Watermelons,1221,293.0,3294.0,112423.0
2000,Wheat,111,131834.0,204232.0,15492.0
2000,Yams,1540,1115.0,6204.0,55641.0
2001,Apples,1341,156.0,1038.0,66538.0
2001,Apricots,1343,10.0,60.0,60000.0
2001,Artichokes,1216,0.0,0.0,
2001,Asparagus,1211,29.0,117.0,40345.0
2001,Avocados,1311,4460.0,54400.0,121973.0
2001,Bananas,1312,77576.0,1084312.0,139774.0
2001,Barley,115,28999.0,112679.0,38856.0
2001,"Beans, dry",1701,870357.0,331426.0,3808.0
2001,"Beer of barley, malted",24310.01,,184300.0,
2001,"Broad beans and horse beans, green",1243,20.0,120.0,60000.0
2001,Cabbages,1212,39051.0,589693.0,151006.0
2001,Carrots and turnips,1251,3996.0,54508.0,136406.0
2001,"Cashew nuts, in shell",1372,31144.0,12111.34,3889.0
2001,"Cassava, fresh",1520.01,78332.0,608493.0,77681.0
2001,Castor oil seeds,1447,11629.0,3023.8,2600.0
2001,"Chestnuts, in shell",1373,0.0,0.0,
2001,"Chick peas, dry",1703,1150.0,205.0,1783.0
2001,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,4973.0,5038.86,10133.0
2001,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,708.0,3001.0,42387.0
2001,"Cloves (whole stems), raw",1656,1850.0,700.0,3784.0
2001,"Coconuts, in shell",1460,18957.0,61219.91,32295.0
2001,"Coffee, green",1610,170000.0,51700.0,3041.0
2001,"Cotton lint, ginned",1921.02,,8000.0,
2001,Cotton seed,143,,16000.0,
2001,Cottonseed oil,2168,,1699.99,
2001,"Cow peas, dry",1706,128077.0,49264.0,3846.0
2001,Cucumbers and gherkins,1232,63.0,536.0,85079.0
2001,Dates,1314,337.0,1014.34,30136.0
2001,"Ginger, raw",1657,48.0,186.02,38634.0
2001,Green garlic,1252,232.0,1454.0,62672.0
2001,"Groundnuts, excluding shelled",142,16077.0,23104.09,14371.0
2001,Leeks and other alliaceous vegetables,1254,74.0,379.24,51433.0
2001,Lemons and limes,1322,900.0,11000.0,122222.0
2001,"Lentils, dry",1704,1500.0,900.0,6000.0
2001,Lettuce and chicory,1214,173.0,1914.0,110636.0
2001,Linseed,1441,934.0,929.86,9961.0
2001,Maize (corn),112,1640000.0,2790000.0,17012.0
2001,"Mangoes, guavas and mangosteens",1316,16542.0,179638.0,108595.0
2001,Millet,118,104292.0,44623.0,4279.0
2001,Mushrooms and truffles,1270,,0.0,
2001,"Nutmeg, mace, cardamoms, raw",1653,150.0,50.0,3333.0
2001,Oats,117,3400.0,3742.3,11007.0
2001,"Onions and shallots, dry (excluding dehydrated)",1253.02,5093.0,57090.0,112095.0
2001,Oranges,1323,3699.0,26499.01,71641.0
2001,Papayas,1317,7046.0,77822.0,110448.0
2001,Peaches and nectarines,1345,31.0,327.0,105484.0
2001,Pears,1342.01,561.0,6914.0,123244.0
2001,"Peas, green",1242,7030.0,29805.0,42397.0
2001,"Pepper (Piper spp.), raw",1651,457.0,299.34,6556.0
2001,"Pigeon peas, dry",1707,164001.0,73463.0,4479.0
2001,Pineapples,1318,13974.0,612248.0,438134.0
2001,Plantains and cooking bananas,1313,2300.0,28000.0,121739.0
2001,Plums and sloes,1346,634.0,5136.0,81009.0
2001,Pomelos and grapefruits,1321,400.0,4800.0,120000.0
2001,Potatoes,1510,121496.0,1112849.0,91596.0
2001,"Pyrethrum, dried flowers",1930.02,9000.0,8000.0,8889.0
2001,Rice,113,13200.0,45000.0,34091.0
2001,"Seed cotton, unginned",1921.01,50000.0,24500.0,4900.0
2001,Sesame seed,1444,25150.0,10156.38,4038.0
2001,Sorghum,114,136078.0,116607.0,8569.0
2001,Soya beans,141,2420.0,2081.21,8600.0
2001,Spinach,1215,1447.0,16124.0,111431.0
2001,Strawberries,1354,14.0,98.0,70000.0
2001,Sugar cane,1802,47794.0,3550792.0,742937.0
2001,Sunflower seed,1445,13000.0,14000.0,10769.0
2001,Sweet potatoes,1530,66520.0,598680.0,90000.0
2001,"Tangerines, mandarins, clementines",1324,680.0,2500.0,36765.0
2001,Tea leaves,1620,124290.0,1281000.0,103065.0
2001,Tomatoes,1234,16246.0,271151.0,166903.0
2001,Unmanufactured tobacco,1970,14500.0,19500.0,13448.0
2001,"Vanilla, raw",1658,34.0,8.0,2359.0
2001,Watermelons,1221,309.0,3797.0,122880.0
2001,Wheat,111,129209.0,256997.0,19890.0
2001,Yams,1540,1000.0,7898.0,78980.0
2002,Apples,1341,201.0,1178.0,58607.0
2002,Apricots,1343,10.0,64.38,64380.0
2002,Artichokes,1216,0.0,0.0,
2002,Asparagus,1211,35.0,140.0,40000.0
2002,Avocados,1311,4880.0,52431.0,107441.0
2002,Bananas,1312,78156.0,1073001.0,137290.0
2002,Barley,115,29702.0,92926.0,31286.0
2002,"Beans, dry",1701,928651.0,480792.0,5177.0
2002,"Beer of barley, malted",24310.01,,191925.0,
2002,"Broad beans and horse beans, green",1243,30.0,160.0,53333.0
2002,Cabbages,1212,42026.0,578055.0,137547.0
2002,Carrots and turnips,1251,3965.0,53799.0,135685.0
2002,"Cashew nuts, in shell",1372,28106.0,10031.0,3569.0
2002,"Cassava, fresh",1520.01,81967.0,601976.0,73441.0
2002,Castor oil seeds,1447,11757.0,3021.14,2570.0
2002,"Chestnuts, in shell",1373,0.0,0.0,
2002,"Chick peas, dry",1703,852.0,244.0,2864.0
2002,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,4948.0,5085.2,10278.0
2002,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,768.0,3152.0,41042.0
2002,"Cloves (whole stems), raw",1656,2400.0,1000.0,4167.0
2002,"Coconuts, in shell",1460,17019.0,60060.0,35291.0
2002,"Coffee, green",1610,170000.0,51900.0,3053.0
2002,"Cotton lint, ginned",1921.02,,6600.0,
2002,Cotton seed,143,,13000.0,
2002,Cottonseed oil,2168,,1395.24,
2002,"Cow peas, dry",1706,122398.0,59428.0,4855.0
2002,Cucumbers and gherkins,1232,91.0,720.0,79121.0
2002,Dates,1314,338.0,1000.0,29592.0
2002,"Ginger, raw",1657,50.0,201.05,40389.0
2002,Green garlic,1252,285.0,1996.0,70035.0
2002,"Groundnuts, excluding shelled",142,14600.0,21000.0,14384.0
2002,Leeks and other alliaceous vegetables,1254,75.0,384.24,51089.0
2002,Lemons and limes,1322,950.0,11900.0,125263.0
2002,"Lentils, dry",1704,1300.0,1000.0,7692.0
2002,Lettuce and chicory,1214,150.0,1500.0,100000.0
2002,Linseed,1441,937.0,933.14,9961.0
2002,Maize (corn),112,1592315.0,2408596.0,15126.0
2002,"Mangoes, guavas and mangosteens",1316,16673.0,176504.0,105862.0
2002,Millet,118,118570.0,72197.0,6089.0
2002,Mushrooms and truffles,1270,,0.0,
2002,"Nutmeg, mace, cardamoms, raw",1653,130.0,52.61,4058.0
2002,Oats,117,3635.0,4000.0,11005.0
2002,"Onions and shallots, dry (excluding dehydrated)",1253.02,5864.0,60536.0,103233.0
2002,Oranges,1323,3269.0,24328.2,74428.0
2002,Papayas,1317,6974.0,81811.0,117309.0
2002,Peaches and nectarines,1345,72.0,364.0,50556.0
2002,Pears,1342.01,653.0,6564.0,100521.0
2002,"Peas, green",1242,6950.0,27725.0,39892.0
2002,"Pepper (Piper spp.), raw",1651,458.0,302.8,6611.0
2002,"Pigeon peas, dry",1707,164453.0,93203.0,5667.0
2002,Pineapples,1318,13193.0,619860.0,469840.0
2002,Plantains and cooking bananas,1313,2300.0,28000.0,121739.0
2002,Plums and sloes,1346,700.0,4885.0,69786.0
2002,Pomelos and grapefruits,1321,400.0,4800.0,120000.0
2002,Potatoes,1510,111728.0,861566.0,77113.0
2002,"Pyrethrum, dried flowers",1930.02,9000.0,8000.0,8889.0
2002,Rice,113,13000.0,45000.0,34615.0
2002,"Seed cotton, unginned",1921.01,42000.0,20000.0,4762.0
2002,Sesame seed,1444,24921.0,10000.0,4013.0
2002,Sorghum,114,144294.0,115584.0,8010.0
2002,Soya beans,141,2427.0,2088.03,8603.0
2002,Spinach,1215,862.0,8296.0,96241.0
2002,Strawberries,1354,18.0,120.0,66667.0
2002,Sugar cane,1802,54010.0,4501363.0,833431.0
2002,Sunflower seed,1445,13000.0,12000.0,9231.0
2002,Sweet potatoes,1530,60410.0,513485.0,85000.0
2002,"Tangerines, mandarins, clementines",1324,720.0,4000.0,55556.0
2002,Tea leaves,1620,131450.0,1248000.0,94941.0
2002,Tomatoes,1234,17430.0,284859.0,163430.0
2002,Unmanufactured tobacco,1970,15000.0,20000.0,13333.0
2002,"Vanilla, raw",1658,32.0,8.0,2536.0
2002,Watermelons,1221,364.0,4875.0,133929.0
2002,Wheat,111,144794.0,307215.0,21217.0
2002,Yams,1540,481.0,2640.0,54886.0
2003,Apples,1341,220.0,1442.0,65545.0
2003,Apricots,1343,10.0,63.01,63010.0
2003,Artichokes,1216,35.0,250.0,71429.0
2003,Asparagus,1211,6.0,12.0,20000.0
2003,Avocados,1311,5099.0,70948.0,139141.0
2003,Bananas,1312,79598.0,1019377.0,128066.0
2003,Barley,115,8930.0,26645.0,29838.0
2003,"Beans, dry",1701,897032.0,428796.0,4780.0
2003,"Beer of barley, malted",24310.01,,222400.0,
2003,"Broad beans and horse beans, green",1243,50.0,250.0,50000.0
2003,Cabbages,1212,44701.0,708972.0,158603.0
2003,Carrots and turnips,1251,4208.0,44324.0,105333.0
2003,"Cashew nuts, in shell",1372,28000.0,10000.0,3571.0
2003,"Cassava, fresh",1520.01,53635.0,423795.0,79015.0
2003,Castor oil seeds,1447,11887.0,3018.19,2539.0
2003,"Chestnuts, in shell",1373,0.0,0.0,
2003,"Chick peas, dry",1703,852.0,244.0,2864.0
2003,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,5028.0,5240.71,10423.0
2003,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,1011.0,5599.0,55381.0
2003,"Cloves (whole stems), raw",1656,2303.0,1000.0,4342.0
2003,"Coconuts, in shell",1460,17267.0,60000.0,34748.0
2003,"Coffee, green",1610,170000.0,55443.0,3261.0
2003,"Cotton lint, ginned",1921.02,,6600.0,
2003,Cotton seed,143,,13000.0,
2003,Cottonseed oil,2168,,1422.04,
2003,"Cow peas, dry",1706,151679.0,46967.0,3096.0
2003,Cucumbers and gherkins,1232,69.0,452.0,65507.0
2003,Dates,1314,344.0,1000.0,29057.0
2003,"Ginger, raw",1657,51.0,213.57,42057.0
2003,Green garlic,1252,306.0,2987.0,97614.0
2003,"Groundnuts, excluding shelled",142,14890.0,21000.0,14104.0
2003,Leeks and other alliaceous vegetables,1254,75.0,379.24,50746.0
2003,Lemons and limes,1322,950.0,12200.0,128421.0
2003,"Lentils, dry",1704,1750.0,1200.0,6857.0
2003,Lettuce and chicory,1214,60.0,520.0,86667.0
2003,Linseed,1441,940.0,936.33,9962.0
2003,Maize (corn),112,1670914.0,2710848.0,16224.0
2003,"Mangoes, guavas and mangosteens",1316,17268.0,129532.0,75013.0
2003,Millet,118,108258.0,63622.0,5877.0
2003,Mushrooms and truffles,1270,,0.0,
2003,"Nutmeg, mace, cardamoms, raw",1653,128.0,53.85,4191.0
2003,Oats,117,3631.0,4000.0,11016.0
2003,"Onions and shallots, dry (excluding dehydrated)",1253.02,6476.0,65761.0,101546.0
2003,Oranges,1323,3088.0,24009.82,77758.0
2003,Papayas,1317,8277.0,86491.0,104496.0
2003,Peaches and nectarines,1345,68.0,520.0,76471.0
2003,Pears,1342.01,708.0,8455.0,119421.0
2003,"Peas, green",1242,7181.0,25174.0,35056.0
2003,"Pepper (Piper spp.), raw",1651,450.0,310.54,6894.0
2003,"Pigeon peas, dry",1707,183612.0,98280.0,5353.0
2003,Pineapples,1318,11892.0,399103.0,335606.0
2003,Plantains and cooking bananas,1313,2000.0,25000.0,125000.0
2003,Plums and sloes,1346,784.0,6250.0,79719.0
2003,Pomelos and grapefruits,1321,350.0,4200.0,120000.0
2003,Potatoes,1510,126490.0,1223531.0,96729.0
2003,"Pyrethrum, dried flowers",1930.02,9000.0,8000.0,8889.0
2003,Rice,113,10781.0,40502.0,37568.0
2003,"Seed cotton, unginned",1921.01,45000.0,20000.0,4444.0
2003,Sesame seed,1444,25052.0,10000.0,3992.0
2003,Sorghum,114,148985.0,127215.0,8539.0
2003,Soya beans,141,2434.0,2094.0,8603.0
2003,Spinach,1215,2124.0,24791.0,116718.0
2003,Strawberries,1354,30.0,221.0,73667.0
2003,Sugar cane,1802,50468.0,4204055.0,833014.0
2003,Sunflower seed,1445,13000.0,12000.0,9231.0
2003,Sweet potatoes,1530,58770.0,587700.0,100000.0
2003,"Tangerines, mandarins, clementines",1324,850.0,5000.0,58824.0
2003,Tea leaves,1620,131450.0,1277000.0,97147.0
2003,Tomatoes,1234,18163.0,337076.0,185584.0
2003,Unmanufactured tobacco,1970,15600.0,19374.57,12419.0
2003,"Vanilla, raw",1658,36.0,9.74,2726.0
2003,Watermelons,1221,684.0,6187.0,90453.0
2003,Wheat,111,151135.0,378665.0,25055.0
2003,Yams,1540,952.0,8007.0,84107.0
2004,Apples,1341,226.0,1379.0,61018.0
2004,Apricots,1343,10.0,61.67,61670.0
2004,Artichokes,1216,20.0,150.0,75000.0
2004,Asparagus,1211,30.0,150.0,50000.0
2004,Avocados,1311,6421.0,80316.0,125083.0
2004,Bananas,1312,81683.0,1036138.0,126849.0
2004,Barley,115,14344.0,39188.0,27320.0
2004,"Beans, dry",1701,787120.0,277501.0,3526.0
2004,"Beer of barley, malted",24310.01,,237500.0,
2004,"Broad beans and horse beans, green",1243,100.0,500.0,50000.0
2004,Cabbages,1212,19531.0,348176.0,178268.0
2004,Carrots and turnips,1251,3088.0,35519.0,115023.0
2004,"Cashew nuts, in shell",1372,30964.0,13108.7,4234.0
