Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1976,1976,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1977,1977,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1978,1978,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1979,1979,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1980,1980,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1981,1981,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1982,1982,tonnes,10.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1983,1983,tonnes,20.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1984,1984,tonnes,35.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1985,1985,tonnes,40.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1986,1986,tonnes,70.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1987,1987,tonnes,40.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1988,1988,tonnes,40.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1989,1989,tonnes,40.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1990,1990,tonnes,38.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1991,1991,tonnes,28.49,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1992,1992,tonnes,29.25,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1993,1993,tonnes,30.01,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1994,1994,tonnes,30.77,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1995,1995,tonnes,31.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1996,1996,tonnes,32.29,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1997,1997,tonnes,33.05,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1998,1998,tonnes,32.18,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1999,1999,tonnes,32.75,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2000,2000,tonnes,30.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2001,2001,tonnes,33.54,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2002,2002,tonnes,34.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2003,2003,tonnes,35.52,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2004,2004,tonnes,36.52,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2005,2005,tonnes,37.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2006,2006,tonnes,38.55,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2007,2007,tonnes,39.59,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2008,2008,tonnes,40.64,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2009,2009,tonnes,41.72,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2010,2010,tonnes,42.82,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2011,2011,tonnes,43.94,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2012,2012,tonnes,45.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2013,2013,tonnes,50.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2014,2014,tonnes,50.79,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2015,2015,tonnes,48.32,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2016,2016,tonnes,47.58,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2017,2017,tonnes,47.67,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2018,2018,tonnes,50.4,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2019,2019,tonnes,50.81,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2020,2020,tonnes,51.48,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2021,2021,tonnes,52.16,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1968,1968,ha,1500.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1969,1969,ha,500.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1970,1970,ha,700.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1971,1971,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1972,1972,ha,400.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1973,1973,ha,900.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1974,1974,ha,800.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1975,1975,ha,500.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1976,1976,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1977,1977,ha,500.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1978,1978,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1979,1979,ha,300.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1980,1980,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1981,1981,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1982,1982,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1983,1983,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1984,1984,ha,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1985,1985,ha,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1986,1986,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1987,1987,ha,350.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1988,1988,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,1989,ha,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1990,1990,ha,203.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1991,1991,ha,250.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1992,1992,ha,300.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1993,1993,ha,190.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1994,1994,ha,232.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1995,1995,ha,250.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1996,1996,ha,223.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1997,1997,ha,190.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1998,1998,ha,207.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1999,1999,ha,201.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,2000,ha,180.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,2001,ha,195.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,2002,ha,196.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,2003,ha,196.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,2004,ha,195.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,2005,ha,196.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2006,2006,ha,197.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,ha,180.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,2008,ha,180.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,2009,ha,188.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,ha,185.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2011,2011,ha,116.0,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,2012,ha,247.0,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,2013,ha,250.0,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,2014,ha,205.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,ha,192.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,ha,216.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,ha,203.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,ha,206.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,2019,ha,214.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,ha,208.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,2021,ha,209.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1968,1968,hg/ha,9067.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1969,1969,hg/ha,8000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1970,1970,hg/ha,8571.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1971,1971,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1972,1972,hg/ha,7500.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1973,1973,hg/ha,8889.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1974,1974,hg/ha,8750.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1975,1975,hg/ha,8000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1976,1976,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1977,1977,hg/ha,8000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1978,1978,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1979,1979,hg/ha,6667.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1980,1980,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1981,1981,hg/ha,4000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1982,1982,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1983,1983,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1984,1984,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1985,1985,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1986,1986,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1987,1987,hg/ha,5714.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1988,1988,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,1989,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1990,1990,hg/ha,4433.0,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1991,1991,hg/ha,6000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1992,1992,hg/ha,6667.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1993,1993,hg/ha,5263.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1994,1994,hg/ha,5668.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1995,1995,hg/ha,6000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1996,1996,hg/ha,5646.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1997,1997,hg/ha,5263.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1998,1998,hg/ha,5319.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1999,1999,hg/ha,5233.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,2000,hg/ha,5000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,2001,hg/ha,5062.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,2002,hg/ha,4977.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,2003,hg/ha,4902.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,2004,hg/ha,4827.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,2005,hg/ha,4745.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2006,2006,hg/ha,4664.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,hg/ha,4582.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,2008,hg/ha,4499.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,2009,hg/ha,4417.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,hg/ha,4336.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2011,2011,hg/ha,4256.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,2012,hg/ha,3927.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,2013,hg/ha,4000.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,2014,hg/ha,3957.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,hg/ha,3979.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,hg/ha,3980.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,hg/ha,3798.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,hg/ha,3763.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,2019,hg/ha,3738.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,hg/ha,3815.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,2021,hg/ha,3753.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1968,1968,tonnes,1360.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1969,1969,tonnes,400.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1970,1970,tonnes,600.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1971,1971,tonnes,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1972,1972,tonnes,300.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1973,1973,tonnes,800.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1974,1974,tonnes,700.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1975,1975,tonnes,400.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1976,1976,tonnes,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1977,1977,tonnes,400.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1978,1978,tonnes,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1979,1979,tonnes,200.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1980,1980,tonnes,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1981,1981,tonnes,80.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1982,1982,tonnes,100.0,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1983,1983,tonnes,100.0,E,Estimated value
